record_key,pmid,doi,year,title,content_sha256
doi:10.1038/s44319-026-00767-8,41965830,10.1038/s44319-026-00767-8,2026,Combinatorial effects of multiple genes contribute to beneficial aneuploidy phenotypes.,d7cfdb58f9f3697ef26b22504017efbafd7ce87a4edfbb0dfba47ed8b7c67d44
doi:10.1038/s44320-026-00187-9,41571838,10.1038/s44320-026-00187-9,2026,Protein buffering of aneuploidy is driven by coordinated factors identified through machine learning.,cc95a59e3dbf26bc74c98c5a8c85f0424240fb54158b5f04b6a60153aa0beee4
doi:10.1053/j.seminhematol.2017.06.003,28958290,10.1053/j.seminhematol.2017.06.003,2017,Lenalidomide: Myelodysplastic syndromes with del(5q) and beyond.,de766d25cccfae7f40b6d89dec0dd655700be70f7c6e950307bd40ec64cc390d
doi:10.1056/nejmoa1006565,21190457,10.1056/NEJMoa1006565,2011,Homozygous BUB1B mutation and susceptibility to gastrointestinal neoplasia.,a1670365da26f2647d139235143a4e7446963a90ef6d52d4704a49950ac75e42
doi:10.1073/pnas.0812096106,19139399,10.1073/pnas.0812096106,2009,TAp73 regulates the spindle assembly checkpoint by modulating BubR1 activity.,d4498ab8d26728def1e3649649b710383821eff40c06b142b956c464689d2a01
doi:10.1073/pnas.1317008111,24344301,10.1073/pnas.1317008111,2014,TALEN-mediated single-base-pair editing identification of an intergenic mutation upstream of BUB1B as causative of PCS (MVA) syndrome.,2350ef842af6b065ff6d41580acf47492c1905726ab5e3eef7034bd8d34c3f4c
doi:10.1073/pnas.2119588119,35290114,10.1073/pnas.2119588119,2022,Global genomic instability caused by reduced expression of DNA polymerase &#x3b5; in yeast.,01f749690892ba3ec54ed143ad5a98a0cde3a468539e2bbd14e4df36344700de
doi:10.1073/pnas.2208255119,36191188,10.1073/pnas.2208255119,2022,Hyper-active RAS/MAPK introduces cancer-specific mitotic vulnerabilities.,6802dd7ff0d1e49fa99b1e74bf2f365da5c1a88dede3c2e1afa285b47e3c3672
doi:10.1073/pnas.2522063123,42190013,10.1073/pnas.2522063123,2026,Growth under pressure: The pros and cons of polyploidy induced by stress.,7badaa9de0a488764837c18831d534de8f324e8da3791d61d0d5df93d6b6d874
doi:10.1073/pnas.2525144122,41481470,10.1073/pnas.2525144122,2026,CHAMP1 complex promotes heterochromatin assembly and reduces replication stress.,9a1820b8ee2f4da6431017dff320211b2e97165a280ce62b72b6387f947ef299
doi:10.1080/07853890.2026.2620184,41606986,10.1080/07853890.2026.2620184,2026,"A system-level metastable model of cancer evolution: integrating replication stress, cell cycle deregulation and chromosomal instability.",8ae10cd13af7b70b3a25aaffac9beada3646c3aa8ea40b75d2bfeeca0c89151b
doi:10.1080/13543784.2026.2616752,41543111,10.1080/13543784.2026.2616752,2026,KIF18A inhibition and its rising role in cancer therapy trials: from bench to bedside.,8d6a08dff654ea96af88b0d3d092a9b8d06871c89dcdaf414486632815545001
doi:10.1080/14756366.2025.2598478,41395847,10.1080/14756366.2025.2598478,2026,Antitumor activity and structure-activity relationship of poly (ADP-ribose) polymerase (PARP)-based dual inhibitors.,57b71597b814c3e021957fca7f358ff8e0b4cc22fe4b546a2b75d0853dad3433
doi:10.1080/15384101.2017.1325042,28562161,10.1080/15384101.2017.1325042,2018,PP2A-B56&#x3b3; is required for an efficient spindle assembly checkpoint.,b6adc6c25a4fd36ad82017677f1385238e7e9db0df9e7df41e0bc7c4a3c96d93
doi:10.1080/15384101.2026.2653527,41930946,10.1080/15384101.2026.2653527,2026,Mitotic error correction and the spindle assembly checkpoint: a tension-filled relationship.,5906a702bcb139323e155ea691d7f7e2f57b5a5ab8a651775bcebe07041c604d
doi:10.1080/23723556.2017.1405141,29404399,10.1080/23723556.2017.1405141,2018,The turtle and the rabbit story in a modern (PI3)key.,eff58a549620da4eb96a53e0176bd3c8c8b9deaa2bd8dca7893b13f3313aed00
doi:10.1080/23723556.2024.2369388,38919375,10.1080/23723556.2024.2369388,2024,Selection forces underlying aneuploidy patterns in cancer.,594c5a53c85e55e34576a43d8ce181d88a361d8c67514927f8f17e3a242c961c
doi:10.1083/jcb.201210099,23878276,10.1083/jcb.201210099,2013,Loss of BubR1 acetylation causes defects in spindle assembly checkpoint signaling and promotes tumor formation.,2a5574b92396a83dd88348ebe5325bfa88f648f1f8c2ade40dcbd71942292ba5
doi:10.1083/jcb.201905026,31511308,10.1083/jcb.201905026,2020,Checkpoint signaling and error correction require regulation of the MPS1 T-loop by PP2A-B56.,f7d6ce5b49950ed3007ce0395742f5ed751269e187d90f03e3017849511fdf28
doi:10.1091/mbc.e24-02-0067,38865189,10.1091/mbc.e24-02-0067,2024,Meiosis-specific functions of kinetochore protein SPC105R required for chromosome segregation in <i>Drosophila</i> oocytes.,042ea4d1ed6a014eb15da87e7dcbab1fdf0c1be1987785cbf3bb4e5528ea1c6d
doi:10.1093/bib/bbaf729,41537307,10.1093/bib/bbaf729,2026,Artificial intelligence in mitotic checkpoint modeling: transforming our understanding of cellular division through machine learning and predictive biology.,63f65eb13e123167406b75a1e0296cf2cb533007e7502ae59548e1378fcbf472
doi:10.1093/biolre/ioz084,31077289,10.1093/biolre/ioz084,2019,Genetics of human female infertility†.,50cdd10e3a515a8d185a5715de2f9636ed28276842d4b5e49ea049f00e7a6730
doi:10.1093/carcin/bgp081,19372138,10.1093/carcin/bgp081,2009,Enhanced genomic instabilities caused by deregulated microtubule dynamics and chromosome segregation: a perspective from genetic studies in mice.,0aded9ce34fb656e76b8cfa7af9271cec999897930ce6d0c5a7ac5e9c5faab91
doi:10.1093/database/bat038,23749465,10.1093/database/bat038,2013,"Construction of protein phosphorylation networks by data mining, text mining and ontology integration: analysis of the spindle checkpoint.",323391dd0b7b6e7c6c0ff4c4165274c6c2e25da2ae474453301492b2cf211354
doi:10.1093/genetics/iyad052,37010100,10.1093/genetics/iyad052,2023,Dicentric chromosome breakage in Drosophila melanogaster is influenced by pericentric heterochromatin and occurs in nonconserved hotspots.,ef15aad6d5a2adb3c03639045c8b93aaaab12fefdcada9f8b019b03201f69660
doi:10.1093/hmg/ddr090,21389084,10.1093/hmg/ddr090,2011,"Insufficiency of BUBR1, a mitotic spindle checkpoint regulator, causes impaired ciliogenesis in vertebrates.",d8651750a10c06eb1b7db178729b1543f2936bb045c569868d57b75a5fc930f1
doi:10.1093/jmcb/mjae016,38710586,10.1093/jmcb/mjae016,2024,Chromothripsis: an emerging crossroad from aberrant mitosis to therapeutic opportunities.,c4fb848442ad7580fbe54367c4479ebbfb20334b2bf0317e167f0d782db4e1bf
doi:10.1093/jmcb/mjae026,38830800,10.1093/jmcb/mjae026,2024,ZW10: an emerging orchestrator of organelle dynamics during the cell division cycle.,7b405c9939f814e9aa139227f5e6bcb4b4af0ebf35d3dc7369551f4c588ebb75
doi:10.1093/jmcb/mjag034,42667364,10.1093/jmcb/mjag034,2026,MAD2B guides chromosome stability in mitosis via the MAD2B-CIP2A signaling axis.,8e0bfc4edf08956597ecd841ec11845264f132f7803933e1639de81b92b776fe
doi:10.1093/molehr/gaq025,20406800,10.1093/molehr/gaq025,2010,"MCAK is present at centromeres, midspindle and chiasmata and involved in silencing of the spindle assembly checkpoint in mammalian oocytes.",defda5e9e1a437de4cd3ebb6cf0eb21a68a31673f0630d3b9bd3eee54e0a1318
doi:10.1093/nar/gkaf1517,41533580,10.1093/nar/gkaf1517,2026,Linking kinetochore attachment to checkpoint control: the role of Aurora B in BubR1 acetylation.,a82c7c27cfd97f5e61c106f2a2ab8f298cfded80c6f761589cd83e803cb6054a
doi:10.1093/nar/gkaf476,40498077,10.1093/nar/gkaf476,2025,KIF2C condensation concentrates PLK1 and phosphorylated BRCA2 on kinetochore microtubules in mitosis.,feeb4bf0ce10dbdf2bba8b2899e3e90be108225a0414b71b34e6f501b8d65f3d
doi:10.1093/noajnl/vdaf233,41473744,10.1093/noajnl/vdaf233,2025,DIAPH3 is upregulated in high-grade gliomas and linked to chromosomal instability.,6d5311ee41b28348802902946ca1f4f68554926e7d78c2e310d70f2fb40e5e0d
doi:10.1093/noajnl/vdag177,42549406,10.1093/noajnl/vdag177,2026,Targeting replication stress in glioblastoma: From genotoxic treatment and inhibitors of the DNA damage response to immunotherapy.,c813528352889483974ab84cdab2d5c683c590506b1a6b1887e4ef1ae80bdc78
doi:10.1101/2022.05.22.492960,,10.1101/2022.05.22.492960,2022,A bifunctional kinase-phosphatase module integrates mitotic checkpoint and error-correction signalling to ensure mitotic fidelity,d3ba3e3a893be2bebe1d2757d485b4d98cda8217fe7e3b25c899d193f5a248e2
doi:10.1101/2023.03.27.534412,37034740,10.1101/2023.03.27.534412,2023,Replicative stress in gastroesophageal adenocarcinoma is associated with chromosomal instability and sensitivity to DNA damage response inhibitors.,8826e48cf46474791af72aa5c75b61c83a728af5abd0ab5553876ed7cca31b23
doi:10.1101/2025.05.23.655733,,10.1101/2025.05.23.655733,2025,Single kinetochores execute an ordered series of molecular events as the Spindle Assembly Checkpoint is silenced,ec405ac17ea494ee6f6dc5d797e6750b5c64724678fc315de08d0e36a6632f05
doi:10.1101/2025.07.01.662622,,10.1101/2025.07.01.662622,2025,Cell enlargement causes mitotic errors and aneuploidy in cells that evade senescence after CDK4/6 inhibition,90821792ad05958a3c5620b1dec751811afe362b83988bae9124548fb3ebe508
doi:10.1101/2025.09.12.675799,,10.1101/2025.09.12.675799,2025,Increased activity of PRMT5-MEP50 complex improves survival of chromosomally unstable cancer cells by increasing tolerance to protein aggregation and proteotoxicity,881a1419c09c3b5804f1e5673cad5511f96c1a6fc0a75de6dd695dc1e9317c49
doi:10.1101/2025.11.04.686612,,10.1101/2025.11.04.686612,2025,<i>Cryptococcus neoformans</i>  employs both PP1 and PP2A phosphatases to silence the spindle checkpoint,9cc347cbd0975e4029b363f49ceba5996b79c06689480c582ffa26f99ffd06de
doi:10.1101/gad.352512.124,40324880,10.1101/gad.352512.124,2025,Aneuploidy generates enhanced nucleotide dependency and sensitivity to metabolic perturbation.,6535518079d2064b0bd6729c2e17efa0d74b8b2c9a9d324f0452845b29773629
doi:10.1101/gad.352766.125,40721295,10.1101/gad.352766.125,2025,Modeling and targeting general and chromosome-specific aneuploidy in cancer.,9937f39e73978cd56980f386e0c8b9a96378944d9b897f08b8b3106fd1f24afd
doi:10.1111/acel.12698,29067790,10.1111/acel.12698,2019,Sirt2-BubR1 acetylation pathway mediates the effects of advanced maternal age on oocyte quality.,39f4892a58e5596f46e97ae72add11a0416ca143e07e68102c34cbcf60b7dd4f
doi:10.1111/jog.13647,29673003,10.1111/jog.13647,2018,Prenatal diagnosis of premature chromatid separation/mosaic variegated aneuploidy (PCS/MVA) syndrome.,e9dbc27253f50b0d9601ac43ee80ee1b881c903dbe06a5ad20e8304e5e04dc36
doi:10.1126/sciadv.adu8849,42102213,10.1126/sciadv.adu8849,2026,PARP2 deficiency impairs pancreatic cancer progression by promoting genomic instability and antitumor immunity.,57600b3a0ad026832aabaee3950fccd281caa5fc04b0a251fae62c2274fdeb76
doi:10.1126/sciadv.aea1660,41706839,10.1126/sciadv.aea1660,2026,Aneuploidy of chromosome 8 promotes the mesenchymal lineage during cell fate transitions.,72551bf520e63d9c94704e42fe0e25cdab85132b9081352ff5a1a1e31fc5acf4
doi:10.1126/sciadv.aea2112,41880487,10.1126/sciadv.aea2112,2026,Microtubules guide Aurora B substrate geometries for accurate chromosome segregation.,84bec8867e84d0985d40a95970b1f45926470cd6be7df9c43feb1d9a4611fa72
doi:10.1126/scitranslmed.adx6797,41442499,10.1126/scitranslmed.adx6797,2025,Rb1 deficiency induces synthetic lethality with ATR and PKMYT1 coinhibition in breast cancer cell lines and patient-derived xenografts.,993c50e0bd7cd25adb76a0ee4104ff68689531af67609321f0ffafe86bc960aa
doi:10.1128/mbio.00531-26,41995324,10.1128/mbio.00531-26,2026,"Loss of Pol32, a subunit of DNA polymerases &#x3b4; and &#x3b6;, leads to different patterns of genome stability than direct impairment of these individual polymerases.",9eb48ba308968951de3ae4aaadb6ef78f4e65bcbaac58903bbca06a45c1fc9d6
doi:10.1128/mcb.01339-08,19124610,10.1128/MCB.01339-08,2009,TRF1 controls telomere length and mitotic fidelity in epithelial homeostasis.,ee2497f8fe313044550a30c5edf56e9e3e49d802b298e0e0ed0f529419cbf0a1
doi:10.1146/annurev-cancerbio-071124-101613,42137044,10.1146/annurev-cancerbio-071124-101613,2026,Impact of Chromosomal Instability and Aneuploidy in Cancer Development.,c55d527cb193f7f85a35b7df9cb553808f4d1a8239523cdcabe3aeed37b7179a
doi:10.1146/annurev-genom-111723-103557,40333415,10.1146/annurev-genom-111723-103557,2025,The Hallmarks of Aneuploidy in Cancer and Congenital Syndromes.,da06dce933bc23ebc66cb7f2fb40819f7fc7c00f0ed0bcf673545fab11957c58
doi:10.1152/physiol.00027.2025,41117414,10.1152/physiol.00027.2025,2026,Peculiarities of the Mammalian Oocyte Cell Cycle.,02a20749aa0b469deba00e8e6f9f165f3fb38dd3056ad728eaef930be85cd6b6
doi:10.1155/ancp/5527243,42223165,10.1155/ancp/5527243,2026,"Colorectal Adenocarcinoma: A Comprehensive Narrative Review of Molecular Pathogenesis, Metabolic Vulnerabilities, and Therapeutic Potential of Sorghum Polyphenols.",d3a7281be5ac209065b4046077fb49630f7fd34ffa1df23d179db1c72116cfb5
doi:10.1155/bmri/8227229,41439111,10.1155/bmri/8227229,2025,A Systems Biology and Drug Repositioning Approach for the Analysis of Mutual Genes Between Celiac Disease and Irritable Bowel Syndrome.,8a230ec3d21ac39c25238bb49f4609810637e69bd516a9bbc9e7a1a7cc5a2d25
doi:10.1155/humu/7757115,42317213,10.1155/humu/7757115,2026,From Germline Susceptibility to Therapeutic Vulnerability: DNA Damage Response Gene Mutations Driving Multiple Myeloma Evolution and Precision Therapy.,c66612a80e312ee7fdee1087062658a3882bc7a54ad13532a36d561180886ad6
doi:10.1155/humu/9292971,42206268,10.1155/humu/9292971,2026,CENPA as a Genome Stability-Associated Biomarker in Hepatocellular Carcinoma: Multiomics Analysis and Experimental Validation.,e6d093d7ce1398f9b060cb388c10bb4e17a20e0fd6cf753e9e853c6e23b7fc47
doi:10.1155/humu/9501906,42087893,10.1155/humu/9501906,2026,Periostin Safeguards EGFR-Driven Genomic Instability and Sustains the Immune-Suppressive Niche in Glioblastoma.,8e2d91b103f24a19f65296c71602ce30e8e9f3f41a2b4ac6d059f5fdff557f51
doi:10.1158/0008-5472.can-25-3849,41941748,10.1158/0008-5472.CAN-25-3849,2026,DPY30 Is an Epigenetic Decoupler Linking Replication Stress to Immunoediting in Pancreatic Cancer.,76d3a5b114708a192a20943f6e2c1637152f201dcec787b8c1abbcfd5f94856f
doi:10.1158/1535-7163.mct-24-0928,40105672,10.1158/1535-7163.MCT-24-0928,2025,Coinhibition of Aurora Kinase B and SUV4-20H Induces Synthetic Lethality in Wild-type p53-Deficient Cancer Cells.,94037486f96a80cdddbe317803cc003ec4e9b7b4b8fe2ab11645659b56c9e9b9
doi:10.1158/1535-7163.mct-25-1196,41873535,10.1158/1535-7163.MCT-25-1196,2026,DHX9 Inhibition Enhances Paclitaxel Sensitivity by Inducing Mitotic Failure in Ovarian and Endometrial Cancers.,2242c9246c770e41d9d4e227e5123e9d3f0dd455ab3a23f6e48c3a5f2cc68f6e
doi:10.1158/2159-8290.cd-23-0309,39247952,10.1158/2159-8290.CD-23-0309,2024,Increased RNA and Protein Degradation Is Required for Counteracting Transcriptional Burden and Proteotoxic Stress in Human Aneuploid Cells.,4906b157dcd9d87b8bedcd6bff90a5859d7a6ea854d1eb6682642d58efca8735
doi:10.1158/2159-8290.cd-25-1735,42188872,10.1158/2159-8290.cd-25-1735,2026,A foundation model of cancer genotype enables precise predictions of therapeutic response.,c192368f187382219e3c37e0839cc7637fe92444534e3610cf26214b4b3366e3
doi:10.1158/2767-9764.crc-25-0807,42027080,10.1158/2767-9764.CRC-25-0807,2026,ALDH+ Anaplastic Thyroid Cancer Cells Show Vulnerability to a Pharmacologic Inducer of Centrosome Declustering.,6af169a6032668493002eb1ccbdbda57c9382674e7e5773759446772f410f727
doi:10.1161/jaha.121.021768,34323119,10.1161/JAHA.121.021768,2021,Replication Stress Response Modifies Sarcomeric Cardiomyopathy Remodeling.,8c5783632ea89c7566ce655c3d038d793054918484166100ca5353baae4dc81b
doi:10.1161/jaha.124.038286,40055864,10.1161/jaha.124.038286,2025,BubR1 Controls Heart Development by Promoting Expression of Cardiogenesis Regulators.,68c2d6a36414d908bb29640fa60e08aa1a00c3f9c83e8b344bd1ac06f331f82c
doi:10.1172/jci.insight.170079,37796616,10.1172/jci.insight.170079,2023,Biallelic MAD2L1BP (p31comet) mutation is associated with mosaic aneuploidy and juvenile granulosa cell tumors.,71e4ae29866535ecf330ff005822bf7e0f6d996fd33dbf0796dc5731ac76a9af
doi:10.1172/jci120316,30035751,10.1172/jci120316,2018,Mosaic-variegated aneuploidy syndrome mutation or haploinsufficiency in Cep57 impairs tumor suppression.,47a3164f76556984241fbdb66474172e78c765256d392732229ad2e0a1be735a
doi:10.1172/jci126863,31738183,10.1172/JCI126863,2020,BubR1 allelic effects drive phenotypic heterogeneity in mosaic-variegated aneuploidy progeria syndrome.,29918516b2bc4a558b1714e183113cc297409fdfc120bd3530cb316c1f6f9c1d
doi:10.1177/11782234261428784,41836220,10.1177/11782234261428784,2026,Zeste White 10 May Serve as a Prognostic Biomarker and Therapeutic Target for Human Breast Cancer.,71898aded26a4851f4e1764fd363de39c2abdedb2486535706516565ad8eec85
doi:10.1177/18758592261468586,42445957,10.1177/18758592261468586,2026,Gene expression profiling of ovarian cancer reveals candidate diagnostic and prognostic biomarkers: An integrated bioinformatics approach.,54f00fdb1cc4649f8548a1721f011e6b6f568bc92b9dd64ce1ed697c84051766
doi:10.1182/blood.2025031996,42166356,10.1182/blood.2025031996,2026,Chromosome 5q deletion drives evolution of aneuploidy in myeloid neoplasms with complex karyotype.,680efdd5ce8f98710d0443a6f063729fc15e7b6c94595646850f0a17519b832c
doi:10.1183/13993003.01272-2025,41819537,10.1183/13993003.01272-2025,2026,Hallmarks of the ageing lung: 10 years later.,48478cf5ab5e20afd6468df27b9e79ff6d6d7997818006cb59815172c10a9470
doi:10.1186/s12890-025-03490-7,39799294,10.1186/s12890-025-03490-7,2025,Comprehensive analysis pinpoints CCNA2 as a prognostic and immunological biomarker in non-small cell lung cancer.,9074a6626a07bc518eb599f1c2fa2abadde09f1b62dd3742e9e844971a244e3e
doi:10.1186/s12929-024-01056-z,39014450,10.1186/s12929-024-01056-z,2024,BUB1B monoallelic germline variants contribute to prostate cancer predisposition by triggering chromosomal instability.,c8d309ec8fc781c95a0a25ba0a65d36f5346df8b42844f3cea2fbeea52a3cd1a
doi:10.1186/s12943-025-02353-3,40533769,10.1186/s12943-025-02353-3,2025,Aurora kinases signaling in cancer: from molecular perception to targeted therapies.,17a4ece4cecc43b974c9a7683c0a29fee45422acf9ce2fc72936d7c01b42dfef
doi:10.1186/s12943-026-02573-1,41566389,10.1186/s12943-026-02573-1,2026,Lactylation in cancer: molecular mechanisms and advances in clinical study.,dd60c58350915185dbf8e995a61a205ac43841e47002ab0a9c223cb7420fa7f3
doi:10.1186/s12943-026-02658-x,41992238,10.1186/s12943-026-02658-x,2026,The evolving role of OMICS in gastrointestinal tumor biology and clinical practice.,b29b211a674f7d36b57f2badff345d4d31c252dab30ae537a9f8f18c479ce326
doi:10.1186/s12957-025-04070-z,41184881,10.1186/s12957-025-04070-z,2025,HROB is a novel prognostic biomarker correlated with immune cell infiltration and tumor progression in lung adenocarcinoma.,9ff5aac4b4f46bcd5afe1250fe8c9861d2298a9a066f322dcab20be2794c4e32
doi:10.1186/s12957-025-04175-5,41526964,10.1186/s12957-025-04175-5,2026,Multi-omics analysis identifies BUB1B as a cell cycle-related driver of bladder cancer progression.,696fef64ef3bb8365acb557552dec94c06dd9c9ecc5003ab5d2db0ab58a9daf8
doi:10.1186/s12964-026-02756-9,41896862,10.1186/s12964-026-02756-9,2026,The hexosamine biosynthetic pathway alters the cytoskeleton to modulate cell proliferation and migration in aggressive prostate cancer.,651e5e1744d7d4bb421e7769da09736c8bfc2f384f34cf8b54e2d3d217796f90
doi:10.1186/s12964-026-02817-z,41827022,10.1186/s12964-026-02817-z,2026,Orchestrating homolog segregation in meiosis I: molecular logic and regulatory networks with emphasis on male metaphase I.,30b8d57b304ca6aae3448c65b129644a22090cce3e48b55cbe0a21b9da4401f0
doi:10.1186/s13027-025-00720-9,41372946,10.1186/s13027-025-00720-9,2026,"Epstein-Barr virus infection shapes the genetic, transcriptomic, and immune microenvironment landscape of Burkitt lymphoma.",64029db57a1ce8f788142c458a7450a9a665348e509e44668c9c629583b69acb
doi:10.1186/s13046-022-02321-5,35287703,10.1186/s13046-022-02321-5,2022,The multifaceted roles of cohesin in cancer.,5e1c32de5583d939cbedd726ef9e34c25981c5e788e1f7570a83e24838249788
doi:10.1186/s13046-026-03694-7,41913269,10.1186/s13046-026-03694-7,2026,Human iPSC-derived and conventional cancer models in precision oncology: advancing patient-specific therapies from bench to bedside.,dc50c70bb4dd980b6b89c9a368992cd8417d65ab9a54bf6e25b54714a4ebe1ec
doi:10.1186/s13048-025-01860-7,41257949,10.1186/s13048-025-01860-7,2025,Genome doubling as a dynamic driver of ovarian cancer evolution: insights from single-cell sequencing.,70296c6b26cf5d8f0f3a873e6e865641ff42d03bd15fe9ac2e7e32885589bca6
doi:10.1186/s13073-020-00730-9,32345369,10.1186/s13073-020-00730-9,2021,Centromeric cohesion failure invokes a conserved choreography of chromosomal mis-segregations in pancreatic neuroendocrine tumor.,e31346544e64f181b8b3ee9f9139c6934021981516cc23ecb7b5455fde73342b
doi:10.1186/s13073-025-01509-6,41188872,10.1186/s13073-025-01509-6,2025,Genome instability and&#xa0;crosstalk with the immune response.,1876b4fbb531feb625c45403e54578fe179317e161c38e32333b328f7d44e646
doi:10.1186/s13578-024-01289-3,39160596,10.1186/s13578-024-01289-3,2024,The tripartite motif-containing 24 is a multifunctional player in human cancer.,692a7852ac139fc4dc375aeb710ca3fce65ba6216511cdf4159d70a396c37be4
doi:10.1186/s13578-025-01416-8,40462232,10.1186/s13578-025-01416-8,2025,Linear ubiquitination of p31&lt;sup&gt;comet&lt;/sup&gt; by HOIP couples cytokine response with mitotic regulation.,26230c9a13a0db232e6c1ce1831470682c2af078fe3f70c8c2104db05f84dc57
doi:10.1186/s40164-023-00444-9,37740236,10.1186/s40164-023-00444-9,2023,Recent advances and future perspectives in the therapeutics of prostate cancer.,1ba840d9cdfd26bcd2b89245bcd52ad23e180cc1b92e0a26c06dfd36fdd68f50
doi:10.1186/s40164-026-00775-3,42001172,10.1186/s40164-026-00775-3,2026,Metabolic drivers of genome instability in cancer: mechanisms and therapeutic opportunities.,e689e474421429c2c7712d50df167a7cfbdbd0e20ea0693744edf282bd75ea9c
doi:10.1186/s41016-025-00407-5,41053901,10.1186/s41016-025-00407-5,2025,Identifying the role of aging-related genes in intracranial aneurysms through bioinformatics analysis.,23d5f31864e0f8e56a211745cd00dcbab139895d23f60edb144cb54b5b46999e
doi:10.1186/s43556-026-00411-w,41692895,10.1186/s43556-026-00411-w,2026,"Tumor cell cycle regulation: integrated perspective of stage characteristics, regulatory networks, and signaling pathway intervention strategies.",0336a4e1b89086a346cd6eed7a955345e37f9d42227a12fd3b3516c7fe607500
doi:10.1242/dev.078352,22513372,10.1242/dev.078352,2012,Spindle assembly checkpoint signalling is uncoupled from chromosomal position in mouse oocytes.,1fe971235c545489ba736087907ddb983604644b3221eb3b0a82982c2f9ef89e
doi:10.1242/dmm.049673,36444717,10.1242/dmm.049673,2022,Reducing the aneuploid cell burden - cell competition and the ribosome connection.,7ebeb75ea722f8f6ba6b5b3f10c392838c499f32cc684c1d7f718ec593028b4b
doi:10.1242/jcs.169821,26148513,10.1242/jcs.169821,2016,Dissecting the roles of human BUB1 in the spindle assembly checkpoint.,29f0cf5d3c46cc55c18a3bb43f63c2f39048aa437374e9c1a881dc3199e6a02c
doi:10.1371/journal.pcbi.1011122,37228122,10.1371/journal.pcbi.1011122,2023,Inferring evolutionary trajectories from cross-sectional transcriptomic data to mirror lung adenocarcinoma progression.,ddd1d80c5040f199e97f979219d5796ea65d70daf5c2190477b0a6032e56ea58
doi:10.1371/journal.pgen.1000417,19283064,10.1371/journal.pgen.1000417,2009,Sequential assembly of centromeric proteins in male mouse meiosis.,d934481a61d38573c47a35792cb5a445967358892e803eaac161d33a4993e18b
doi:10.1371/journal.pgen.1011400,39879252,10.1371/journal.pgen.1011400,2025,Distinct checkpoint and homolog biorientation pathways regulate meiosis I in Drosophila oocytes.,1bf309a08fb8d08b518f8c7a818fb2c9c245d185259106cf65931d471538e2fd
doi:10.1371/journal.pone.0339415,41790716,10.1371/journal.pone.0339415,2026,Prognostic stratification in hepatocellular carcinoma using a telomerase-related lncRNA signature derived from TCGA database.,5ea11d915d26ecc293a2227c8d3abb230cbc7d55a76b79ae96cf0df97de47bd1
doi:10.14740/wjon2764,42490812,10.14740/wjon2764,2026,RAD51 in Breast Cancer: From Vulnerability to Resistance.,b9ec37c6c58ed5373dc4283c510d89fe224c7bc27ef1e070e5dc4634bcd73105
doi:10.14740/wjon2768,42490819,10.14740/wjon2768,2026,Integrated Bioinformatics Analysis Identifies NCAPG2 as an Immune-Related Prognostic Biomarker in Breast Cancer.,c5732f7a02dec3b8e23452f3c2fb2cb82f75e9b81b737a9726165a29455747ec
doi:10.1515/hsz-2024-0163,40221883,10.1515/hsz-2024-0163,2025,The proteostasis burden of aneuploidy.,ce10755abdd9cfaf3481df0f028995da679c61573c90da6324cb13d5d6b92e26
doi:10.1515/mr-2025-0082,42382187,10.1515/mr-2025-0082,2026,Decoding DNA metabolism and its clinical relevance through the lens of high-throughput sequencing assays.,ff885b9b5fd62b0a6b9e84db656752b0016371cf38d0945639307ecc7c5a1e7e
doi:10.1517/13543784.17.4.523,18363517,10.1517/13543784.17.4.523,2008,Epothilones and new analogues of the microtubule modulators in taxane-resistant disease.,4143828e71e63b0f520405a95e6544f68029943b5524ddd5080e3a6b00ade377
doi:10.15252/embj.2020106536,34009673,10.15252/embj.2020106536,2021,Chromosomal instability by mutations in the novel minor spliceosome component CENATAC.,db5050bbed68038fbf4edab8e6f440f03fe4b26684800c1aa0b0cdc6a8b66644
doi:10.15252/embj.2022112630,37712330,10.15252/embj.2022112630,2023,A bifunctional kinase-phosphatase module balances mitotic checkpoint strength and kinetochore-microtubule attachment stability.,940dbae40d1535c99ecdb246f4e7bac492bce34df7bbcd912cb2a7507ad6a16e
doi:10.15698/cst2025.10.312,41281418,10.15698/cst2025.10.312,2025,Quantifying replication stress in cancer without proliferation confounding.,a156eea314b4020adf894a388062deb8bd5002b9b5ff3389635647168ccfc549
doi:10.18699/vjgb-25-37,40556977,10.18699/vjgb-25-37,2025,From cytogenetics to proteogenomics: new horizons in the study of aneuploidies.,0ba8948c3aa351e687b135510f2bc68f3dde576765358c9111406027e1d424ca
doi:10.2147/jbm.s546793,41244957,10.2147/jbm.s546793,2025,Bioinformatics Identification of SPAG5 as a Potential Prognostic Biomarker in Diffuse Large B-Cell Lymphoma.,fb57499d08b849d19d2cbd63a9fb3d4a92dcd1afa72aaee2119e9bc47d754a5e
doi:10.2147/ott.s380016,36388157,10.2147/ott.s380016,2022,Clinical Applications of Aneuploidies in Evolution of NSCLC Patients: Current Status and Application Prospect.,a908929970849a08323c4b2d85f5c8f4f53d3d5a6e16614faa148871c941876e
doi:10.22099/mbrc.2024.51170.2037,40028477,10.22099/mbrc.2024.51170.2037,2025,Pathogenic variants of <i>BUB1</i> and <i>BUBR1</i> genes are not prioritized in screening tests of couples with aborted aneuploid fetuses.,4b0f67271bff7344da0191bc7105a1c43a73c9f0459e5f7652b94ea31308497a
